Gene stable ID,Gene stable ID version,Transcript stable ID,Transcript stable ID version,CCDS ID
ENSG00000182923,ENSG00000182923.20,ENST00000512894,ENST00000512894.6,CCDS43152
ENSG00000163749,ENSG00000163749.18,ENST00000388914,ENST00000388914.7,CCDS43242
ENSG00000138698,ENSG00000138698.15,ENST00000408927,ENST00000408927.8,CCDS43253
ENSG00000138698,ENSG00000138698.15,ENST00000408900,ENST00000408900.7,CCDS43254
ENSG00000172955,ENSG00000172955.17,ENST00000394899,ENST00000394899.6,CCDS43255
ENSG00000180801,ENSG00000180801.14,ENST00000315366,ENST00000315366.8,CCDS43264
ENSG00000198948,ENSG00000198948.12,ENST00000393704,ENST00000393704.3,CCDS43281
ENSG00000145850,ENSG00000145850.9,ENST00000274532,ENST00000274532.7,CCDS4332
ENSG00000151304,ENSG00000151304.6,ENST00000339397,ENST00000339397.5,CCDS43354
ENSG00000230178,ENSG00000230178.1,ENST00000456475,ENST00000456475.1,CCDS43415
ENSG00000111860,ENSG00000111860.14,ENST00000368491,ENST00000368491.8,CCDS43498
ENSG00000146386,ENSG00000146386.8,ENST00000367660,ENST00000367660.4,CCDS43509
ENSG00000120262,ENSG00000120262.10,ENST00000239374,ENST00000239374.8,CCDS43515
ENSG00000112038,ENSG00000112038.18,ENST00000337049,ENST00000337049.8,CCDS43517
ENSG00000164603,ENSG00000164603.12,ENST00000297145,ENST00000297145.9,CCDS43634
ENSG00000157741,ENSG00000157741.15,ENST00000473989,ENST00000473989.8,CCDS43655
ENSG00000156011,ENSG00000156011.17,ENST00000327040,ENST00000327040.13,CCDS43720
ENSG00000169490,ENSG00000169490.17,ENST00000456845,ENST00000456845.6,CCDS43733
ENSG00000169490,ENSG00000169490.17,ENST00000397070,ENST00000397070.6,CCDS43733
ENSG00000215114,ENSG00000215114.10,ENST00000399598,ENST00000399598.7,CCDS43741
ENSG00000176406,ENSG00000176406.23,ENST00000507740,ENST00000507740.5,CCDS43761
ENSG00000204007,ENSG00000204007.7,ENST00000371763,ENST00000371763.6,CCDS43900
ENSG00000125355,ENSG00000125355.16,ENST00000371369,ENST00000371369.9,CCDS43986
ENSG00000273274,ENSG00000273274.2,ENST00000609129,ENST00000609129.2,CCDS44104
ENSG00000085433,ENSG00000085433.16,ENST00000400794,ENST00000400794.7,CCDS44186
ENSG00000085433,ENSG00000085433.16,ENST00000369962,ENST00000369962.8,CCDS44187
ENSG00000143702,ENSG00000143702.16,ENST00000366544,ENST00000366544.5,CCDS44337
ENSG00000143702,ENSG00000143702.16,ENST00000366543,ENST00000366543.5,CCDS44338
ENSG00000143702,ENSG00000143702.16,ENST00000366542,ENST00000366542.6,CCDS44339
ENSG00000048740,ENSG00000048740.18,ENST00000416382,ENST00000416382.6,CCDS44354
ENSG00000048740,ENSG00000048740.18,ENST00000631460,ENST00000631460.1,CCDS44354
ENSG00000048740,ENSG00000048740.18,ENST00000633077,ENST00000633077.1,CCDS44355
ENSG00000048740,ENSG00000048740.18,ENST00000542579,ENST00000542579.5,CCDS44355
ENSG00000048740,ENSG00000048740.18,ENST00000608830,ENST00000608830.5,CCDS44356
ENSG00000204021,ENSG00000204021.5,ENST00000404190,ENST00000404190.3,CCDS44455
ENSG00000183313,ENSG00000183313.4,ENST00000332249,ENST00000332249.4,CCDS44529
ENSG00000166483,ENSG00000166483.12,ENST00000299613,ENST00000299613.10,CCDS44536
ENSG00000166483,ENSG00000166483.12,ENST00000681684,ENST00000681684.1,CCDS44536
ENSG00000110077,ENSG00000110077.15,ENST00000420732,ENST00000420732.6,CCDS44616
ENSG00000146054,ENSG00000146054.18,ENST00000334421,ENST00000334421.5,CCDS4464
ENSG00000137693,ENSG00000137693.14,ENST00000282441,ENST00000282441.10,CCDS44716
ENSG00000137275,ENSG00000137275.16,ENST00000259808,ENST00000259808.9,CCDS4482
ENSG00000165935,ENSG00000165935.9,ENST00000416383,ENST00000416383.5,CCDS44852
ENSG00000165935,ENSG00000165935.9,ENST00000535986,ENST00000535986.1,CCDS44852
ENSG00000177119,ENSG00000177119.17,ENST00000441606,ENST00000441606.2,CCDS44866
ENSG00000110881,ENSG00000110881.12,ENST00000447966,ENST00000447966.7,CCDS44876
ENSG00000186452,ENSG00000186452.11,ENST00000398458,ENST00000398458.4,CCDS44881
ENSG00000198056,ENSG00000198056.15,ENST00000338193,ENST00000338193.11,CCDS44926
ENSG00000139350,ENSG00000139350.12,ENST00000557644,ENST00000557644.5,CCDS44955
ENSG00000139350,ENSG00000139350.12,ENST00000411739,ENST00000411739.6,CCDS44956
ENSG00000139350,ENSG00000139350.12,ENST00000457368,ENST00000457368.2,CCDS44956
ENSG00000179088,ENSG00000179088.15,ENST00000548883,ENST00000548883.5,CCDS44963
ENSG00000179088,ENSG00000179088.15,ENST00000378113,ENST00000378113.7,CCDS44963
ENSG00000186815,ENSG00000186815.13,ENST00000550785,ENST00000550785.5,CCDS44985
ENSG00000186815,ENSG00000186815.13,ENST00000541517,ENST00000541517.5,CCDS44985
ENSG00000122034,ENSG00000122034.17,ENST00000381140,ENST00000381140.10,CCDS45019
ENSG00000073712,ENSG00000073712.15,ENST00000553373,ENST00000553373.5,CCDS45107
ENSG00000073712,ENSG00000073712.15,ENST00000343279,ENST00000343279.8,CCDS45107
ENSG00000021645,ENSG00000021645.20,ENST00000428277,ENST00000428277.6,CCDS45145
ENSG00000229474,ENSG00000229474.8,ENST00000434130,ENST00000434130.6,CCDS45253
ENSG00000229474,ENSG00000229474.8,ENST00000682850,ENST00000682850.1,CCDS45253
ENSG00000103642,ENSG00000103642.12,ENST00000413507,ENST00000413507.3,CCDS45275
ENSG00000047579,ENSG00000047579.20,ENST00000338950,ENST00000338950.9,CCDS4535
ENSG00000137364,ENSG00000137364.5,ENST00000309983,ENST00000309983.5,CCDS4543
ENSG00000122257,ENSG00000122257.20,ENST00000452655,ENST00000452655.6,CCDS45444
ENSG00000070915,ENSG00000070915.10,ENST00000566786,ENST00000566786.5,CCDS45491
ENSG00000103021,ENSG00000103021.9,ENST00000443128,ENST00000443128.6,CCDS45497
ENSG00000196155,ENSG00000196155.13,ENST00000450733,ENST00000450733.5,CCDS45512
ENSG00000090857,ENSG00000090857.14,ENST00000288050,ENST00000288050.9,CCDS45520
ENSG00000090857,ENSG00000090857.14,ENST00000568530,ENST00000568530.5,CCDS45520
ENSG00000112294,ENSG00000112294.14,ENST00000357578,ENST00000357578.8,CCDS4555
ENSG00000112294,ENSG00000112294.14,ENST00000348925,ENST00000348925.2,CCDS4556
ENSG00000154914,ENSG00000154914.17,ENST00000285199,ENST00000285199.12,CCDS45610
ENSG00000185379,ENSG00000185379.21,ENST00000590016,ENST00000590016.5,CCDS45646
ENSG00000167258,ENSG00000167258.15,ENST00000430627,ENST00000430627.6,CCDS45666
ENSG00000167914,ENSG00000167914.12,ENST00000635792,ENST00000635792.1,CCDS45669
ENSG00000167914,ENSG00000167914.12,ENST00000301659,ENST00000301659.9,CCDS45669
ENSG00000112337,ENSG00000112337.11,ENST00000360488,ENST00000360488.7,CCDS4567
ENSG00000168256,ENSG00000168256.18,ENST00000479407,ENST00000479407.5,CCDS45680
ENSG00000108788,ENSG00000108788.12,ENST00000435881,ENST00000435881.7,CCDS45687
ENSG00000131480,ENSG00000131480.9,ENST00000452774,ENST00000452774.2,CCDS45690
ENSG00000108883,ENSG00000108883.13,ENST00000402521,ENST00000402521.7,CCDS45707
ENSG00000141449,ENSG00000141449.15,ENST00000424526,ENST00000424526.6,CCDS45836
ENSG00000141449,ENSG00000141449.15,ENST00000580732,ENST00000580732.6,CCDS45836
ENSG00000175065,ENSG00000175065.12,ENST00000359747,ENST00000359747.4,CCDS45845
ENSG00000081913,ENSG00000081913.14,ENST00000262719,ENST00000262719.10,CCDS45881
ENSG00000276966,ENSG00000276966.2,ENST00000615164,ENST00000615164.2,CCDS4593
ENSG00000129354,ENSG00000129354.12,ENST00000250244,ENST00000250244.11,CCDS45964
ENSG00000197134,ENSG00000197134.13,ENST00000594947,ENST00000594947.6,CCDS46030
ENSG00000158406,ENSG00000158406.6,ENST00000634956,ENST00000634956.1,CCDS4604
ENSG00000158406,ENSG00000158406.6,ENST00000634560,ENST00000634560.1,CCDS4604
ENSG00000158406,ENSG00000158406.6,ENST00000377727,ENST00000377727.2,CCDS4604
ENSG00000011600,ENSG00000011600.12,ENST00000589517,ENST00000589517.1,CCDS46058
ENSG00000011332,ENSG00000011332.21,ENST00000412732,ENST00000412732.5,CCDS46065
ENSG00000011332,ENSG00000011332.21,ENST00000414789,ENST00000414789.5,CCDS46065
ENSG00000013275,ENSG00000013275.8,ENST00000455878,ENST00000455878.2,CCDS46076
ENSG00000124467,ENSG00000124467.19,ENST00000406636,ENST00000406636.7,CCDS46090
ENSG00000124467,ENSG00000124467.19,ENST00000404209,ENST00000404209.8,CCDS46091
ENSG00000243137,ENSG00000243137.8,ENST00000405312,ENST00000405312.8,CCDS46093
ENSG00000111801,ENSG00000111801.16,ENST00000244519,ENST00000244519.7,CCDS4611
ENSG00000111801,ENSG00000111801.16,ENST00000361232,ENST00000361232.7,CCDS4612
ENSG00000196214,ENSG00000196214.11,ENST00000439461,ENST00000439461.6,CCDS46163
ENSG00000188785,ENSG00000188785.12,ENST00000366197,ENST00000366197.9,CCDS46209
ENSG00000154479,ENSG00000154479.13,ENST00000447353,ENST00000447353.6,CCDS46445
ENSG00000198586,ENSG00000198586.14,ENST00000521943,ENST00000521943.5,CCDS46447
ENSG00000198586,ENSG00000198586.14,ENST00000434911,ENST00000434911.6,CCDS46448
ENSG00000203880,ENSG00000203880.12,ENST00000369758,ENST00000369758.8,CCDS46631
ENSG00000157554,ENSG00000157554.19,ENST00000417133,ENST00000417133.6,CCDS46648
ENSG00000157554,ENSG00000157554.19,ENST00000398919,ENST00000398919.6,CCDS46648
ENSG00000157554,ENSG00000157554.19,ENST00000453032,ENST00000453032.6,CCDS46649
ENSG00000066185,ENSG00000066185.13,ENST00000372565,ENST00000372565.8,CCDS467
ENSG00000100196,ENSG00000100196.11,ENST00000409006,ENST00000409006.3,CCDS46705
ENSG00000156990,ENSG00000156990.14,ENST00000433535,ENST00000433535.6,CCDS46744
ENSG00000204610,ENSG00000204610.14,ENST00000376694,ENST00000376694.9,CCDS4677
ENSG00000239388,ENSG00000239388.9,ENST00000487349,ENST00000487349.6,CCDS46856
ENSG00000163630,ENSG00000163630.11,ENST00000478300,ENST00000478300.6,CCDS46859
ENSG00000163630,ENSG00000163630.11,ENST00000295894,ENST00000295894.9,CCDS46860
ENSG00000144824,ENSG00000144824.21,ENST00000393923,ENST00000393923.7,CCDS46885
ENSG00000144824,ENSG00000144824.21,ENST00000431670,ENST00000431670.7,CCDS46886
ENSG00000144824,ENSG00000144824.21,ENST00000393925,ENST00000393925.7,CCDS46886
ENSG00000173193,ENSG00000173193.15,ENST00000474629,ENST00000474629.7,CCDS46894
ENSG00000114120,ENSG00000114120.14,ENST00000324194,ENST00000324194.12,CCDS46927
ENSG00000121892,ENSG00000121892.15,ENST00000303538,ENST00000303538.13,CCDS47045
ENSG00000109171,ENSG00000109171.15,ENST00000264313,ENST00000264313.11,CCDS47051
ENSG00000145241,ENSG00000145241.11,ENST00000273853,ENST00000273853.11,CCDS47063
ENSG00000163738,ENSG00000163738.19,ENST00000395759,ENST00000395759.6,CCDS47075
ENSG00000163738,ENSG00000163738.19,ENST00000325278,ENST00000325278.7,CCDS47075
ENSG00000138698,ENSG00000138698.15,ENST00000339360,ENST00000339360.9,CCDS47105
ENSG00000138698,ENSG00000138698.15,ENST00000453712,ENST00000453712.6,CCDS47106
ENSG00000138698,ENSG00000138698.15,ENST00000380158,ENST00000380158.8,CCDS47107
ENSG00000138698,ENSG00000138698.15,ENST00000264572,ENST00000264572.11,CCDS47108
ENSG00000168769,ENSG00000168769.14,ENST00000540549,ENST00000540549.5,CCDS47120
ENSG00000168769,ENSG00000168769.14,ENST00000380013,ENST00000380013.9,CCDS47120
ENSG00000197465,ENSG00000197465.14,ENST00000358615,ENST00000358615.9,CCDS47138
ENSG00000197465,ENSG00000197465.14,ENST00000437468,ENST00000437468.2,CCDS47138
ENSG00000109654,ENSG00000109654.16,ENST00000676423,ENST00000676423.1,CCDS47147
ENSG00000109654,ENSG00000109654.16,ENST00000675745,ENST00000675745.1,CCDS47147
ENSG00000109654,ENSG00000109654.16,ENST00000676348,ENST00000676348.1,CCDS47147
ENSG00000109654,ENSG00000109654.16,ENST00000674874,ENST00000674874.1,CCDS47147
ENSG00000109654,ENSG00000109654.16,ENST00000675315,ENST00000675315.1,CCDS47147
ENSG00000109654,ENSG00000109654.16,ENST00000676458,ENST00000676458.1,CCDS47147
ENSG00000109654,ENSG00000109654.16,ENST00000437508,ENST00000437508.7,CCDS47147
ENSG00000109654,ENSG00000109654.16,ENST00000674976,ENST00000674976.1,CCDS47147
ENSG00000109654,ENSG00000109654.16,ENST00000675293,ENST00000675293.1,CCDS47147
ENSG00000109654,ENSG00000109654.16,ENST00000676172,ENST00000676172.1,CCDS47147
ENSG00000109654,ENSG00000109654.16,ENST00000675384,ENST00000675384.1,CCDS47147
ENSG00000109654,ENSG00000109654.16,ENST00000675835,ENST00000675835.1,CCDS47147
ENSG00000109654,ENSG00000109654.16,ENST00000675054,ENST00000675054.1,CCDS47147
ENSG00000109654,ENSG00000109654.16,ENST00000674876,ENST00000674876.1,CCDS47147
ENSG00000109654,ENSG00000109654.16,ENST00000675159,ENST00000675159.1,CCDS47147
ENSG00000109654,ENSG00000109654.16,ENST00000676374,ENST00000676374.1,CCDS47147
ENSG00000109654,ENSG00000109654.16,ENST00000676264,ENST00000676264.1,CCDS47147
ENSG00000109654,ENSG00000109654.16,ENST00000676252,ENST00000676252.1,CCDS47147
ENSG00000121210,ENSG00000121210.16,ENST00000409959,ENST00000409959.8,CCDS47148
ENSG00000173320,ENSG00000173320.12,ENST00000308497,ENST00000308497.9,CCDS47167
ENSG00000164190,ENSG00000164190.19,ENST00000448238,ENST00000448238.2,CCDS47198
ENSG00000214944,ENSG00000214944.10,ENST00000437974,ENST00000437974.5,CCDS47231
ENSG00000214944,ENSG00000214944.10,ENST00000545377,ENST00000545377.5,CCDS47231
ENSG00000134986,ENSG00000134986.14,ENST00000395634,ENST00000395634.7,CCDS47255
ENSG00000166278,ENSG00000166278.15,ENST00000299367,ENST00000299367.10,CCDS4728
ENSG00000145819,ENSG00000145819.18,ENST00000645722,ENST00000645722.2,CCDS47297
ENSG00000072803,ENSG00000072803.18,ENST00000393802,ENST00000393802.6,CCDS47340
ENSG00000072803,ENSG00000072803.18,ENST00000296933,ENST00000296933.10,CCDS47341
ENSG00000185056,ENSG00000185056.10,ENST00000340147,ENST00000340147.7,CCDS47343
ENSG00000188107,ENSG00000188107.15,ENST00000503581,ENST00000503581.6,CCDS47445
ENSG00000112697,ENSG00000112697.17,ENST00000475111,ENST00000475111.6,CCDS47453
ENSG00000135535,ENSG00000135535.17,ENST00000275080,ENST00000275080.11,CCDS47464
ENSG00000135535,ENSG00000135535.17,ENST00000324953,ENST00000324953.9,CCDS47465
ENSG00000112339,ENSG00000112339.15,ENST00000367822,ENST00000367822.9,CCDS47480
ENSG00000112029,ENSG00000112029.10,ENST00000367241,ENST00000367241.3,CCDS47501
ENSG00000122584,ENSG00000122584.13,ENST00000405863,ENST00000405863.6,CCDS47540
ENSG00000006704,ENSG00000006704.11,ENST00000424337,ENST00000424337.7,CCDS47613
ENSG00000006576,ENSG00000006576.16,ENST00000450574,ENST00000450574.5,CCDS47623
ENSG00000006576,ENSG00000006576.16,ENST00000415251,ENST00000415251.6,CCDS47624
ENSG00000166448,ENSG00000166448.15,ENST00000345589,ENST00000345589.4,CCDS47649
ENSG00000166448,ENSG00000166448.15,ENST00000416379,ENST00000416379.6,CCDS47650
ENSG00000158467,ENSG00000158467.16,ENST00000446544,ENST00000446544.6,CCDS47706
ENSG00000158467,ENSG00000158467.16,ENST00000490911,ENST00000490911.5,CCDS47707
ENSG00000158467,ENSG00000158467.16,ENST00000474594,ENST00000474594.5,CCDS47708
ENSG00000213588,ENSG00000213588.6,ENST00000395064,ENST00000395064.3,CCDS4780
ENSG00000120896,ENSG00000120896.14,ENST00000523965,ENST00000523965.5,CCDS47824
ENSG00000124493,ENSG00000124493.14,ENST00000538487,ENST00000538487.7,CCDS4787
ENSG00000147650,ENSG00000147650.12,ENST00000424843,ENST00000424843.6,CCDS47907
ENSG00000155926,ENSG00000155926.14,ENST00000395352,ENST00000395352.7,CCDS47922
ENSG00000155926,ENSG00000155926.14,ENST00000427060,ENST00000427060.6,CCDS47923
ENSG00000107036,ENSG00000107036.12,ENST00000251879,ENST00000251879.10,CCDS47949
ENSG00000215187,ENSG00000215187.12,ENST00000447837,ENST00000447837.1,CCDS47963
ENSG00000188647,ENSG00000188647.13,ENST00000340434,ENST00000340434.5,CCDS47978
ENSG00000106701,ENSG00000106701.13,ENST00000481272,ENST00000481272.6,CCDS47999
ENSG00000056586,ENSG00000056586.16,ENST00000423239,ENST00000423239.6,CCDS48014
ENSG00000125355,ENSG00000125355.16,ENST00000440464,ENST00000440464.5,CCDS48157
ENSG00000203952,ENSG00000203952.9,ENST00000517294,ENST00000517294.5,CCDS48171
ENSG00000203952,ENSG00000203952.9,ENST00000370809,ENST00000370809.4,CCDS48171
ENSG00000112796,ENSG00000112796.10,ENST00000371383,ENST00000371383.7,CCDS4915
ENSG00000112796,ENSG00000112796.10,ENST00000230565,ENST00000230565.3,CCDS4915
ENSG00000124490,ENSG00000124490.14,ENST00000339139,ENST00000339139.5,CCDS4928
ENSG00000124490,ENSG00000124490.14,ENST00000616725,ENST00000616725.4,CCDS4928
ENSG00000112697,ENSG00000112697.17,ENST00000230461,ENST00000230461.11,CCDS4983
ENSG00000146250,ENSG00000146250.7,ENST00000369700,ENST00000369700.4,CCDS4999
ENSG00000065615,ENSG00000065615.14,ENST00000369681,ENST00000369681.10,CCDS5000
ENSG00000117408,ENSG00000117408.11,ENST00000372343,ENST00000372343.8,CCDS503
ENSG00000112234,ENSG00000112234.9,ENST00000369244,ENST00000369244.7,CCDS5041
ENSG00000112234,ENSG00000112234.9,ENST00000229971,ENST00000229971.2,CCDS5041
ENSG00000085382,ENSG00000085382.12,ENST00000262903,ENST00000262903.9,CCDS5050
ENSG00000080546,ENSG00000080546.13,ENST00000436639,ENST00000436639.6,CCDS5070
ENSG00000135535,ENSG00000135535.17,ENST00000310786,ENST00000310786.10,CCDS5073
ENSG00000172594,ENSG00000172594.13,ENST00000368440,ENST00000368440.5,CCDS5128
ENSG00000112282,ENSG00000112282.18,ENST00000368068,ENST00000368068.8,CCDS5147
ENSG00000112357,ENSG00000112357.14,ENST00000318471,ENST00000318471.5,CCDS5180
ENSG00000131016,ENSG00000131016.17,ENST00000253332,ENST00000253332.5,CCDS5229
ENSG00000131016,ENSG00000131016.17,ENST00000402676,ENST00000402676.7,CCDS5229
ENSG00000131016,ENSG00000131016.17,ENST00000354675,ENST00000354675.10,CCDS5230
ENSG00000181472,ENSG00000181472.5,ENST00000325144,ENST00000325144.5,CCDS5231
ENSG00000112029,ENSG00000112029.10,ENST00000229758,ENST00000229758.8,CCDS5242
ENSG00000029639,ENSG00000029639.11,ENST00000367166,ENST00000367166.5,CCDS5248
ENSG00000074771,ENSG00000074771.4,ENST00000159060,ENST00000159060.3,CCDS5250
ENSG00000272047,ENSG00000272047.3,ENST00000607778,ENST00000607778.2,CCDS5256
ENSG00000164691,ENSG00000164691.18,ENST00000338313,ENST00000338313.5,CCDS5263
ENSG00000146457,ENSG00000146457.16,ENST00000650096,ENST00000650096.1,CCDS5267
ENSG00000146457,ENSG00000146457.16,ENST00000337387,ENST00000337387.4,CCDS5267
ENSG00000197081,ENSG00000197081.16,ENST00000356956,ENST00000356956.6,CCDS5273
ENSG00000175003,ENSG00000175003.15,ENST00000324965,ENST00000324965.8,CCDS5275
ENSG00000162623,ENSG00000162623.16,ENST00000457880,ENST00000457880.6,CCDS53334
ENSG00000117155,ENSG00000117155.17,ENST00000605755,ENST00000605755.5,CCDS53337
ENSG00000117155,ENSG00000117155.17,ENST00000437941,ENST00000437941.6,CCDS53337
ENSG00000157181,ENSG00000157181.16,ENST00000287859,ENST00000287859.11,CCDS53448
ENSG00000157181,ENSG00000157181.16,ENST00000367470,ENST00000367470.8,CCDS53449
ENSG00000157181,ENSG00000157181.16,ENST00000419367,ENST00000419367.8,CCDS53450
ENSG00000000971,ENSG00000000971.16,ENST00000630130,ENST00000630130.2,CCDS53452
ENSG00000152455,ENSG00000152455.16,ENST00000378325,ENST00000378325.7,CCDS53493
ENSG00000152455,ENSG00000152455.16,ENST00000354919,ENST00000354919.11,CCDS53494
ENSG00000095794,ENSG00000095794.19,ENST00000487763,ENST00000487763.5,CCDS53517
ENSG00000095794,ENSG00000095794.19,ENST00000488328,ENST00000488328.5,CCDS53519
ENSG00000095794,ENSG00000095794.19,ENST00000490511,ENST00000490511.1,CCDS53520
ENSG00000095794,ENSG00000095794.19,ENST00000474362,ENST00000474362.5,CCDS53523
ENSG00000165731,ENSG00000165731.21,ENST00000340058,ENST00000340058.6,CCDS53525
ENSG00000138193,ENSG00000138193.16,ENST00000371375,ENST00000371375.1,CCDS53555
ENSG00000138193,ENSG00000138193.16,ENST00000675218,ENST00000675218.1,CCDS53555
ENSG00000107882,ENSG00000107882.12,ENST00000369899,ENST00000369899.6,CCDS53571
ENSG00000148737,ENSG00000148737.17,ENST00000355717,ENST00000355717.9,CCDS53578
ENSG00000175356,ENSG00000175356.14,ENST00000450649,ENST00000450649.6,CCDS53599
ENSG00000134333,ENSG00000134333.14,ENST00000227157,ENST00000227157.8,CCDS53611
ENSG00000137693,ENSG00000137693.14,ENST00000531439,ENST00000531439.5,CCDS53699
ENSG00000137693,ENSG00000137693.14,ENST00000524575,ENST00000524575.5,CCDS53700
ENSG00000139155,ENSG00000139155.9,ENST00000545604,ENST00000545604.5,CCDS53757
ENSG00000139155,ENSG00000139155.9,ENST00000545102,ENST00000545102.1,CCDS53759
ENSG00000122591,ENSG00000122591.13,ENST00000432176,ENST00000432176.7,CCDS5377
ENSG00000166908,ENSG00000166908.18,ENST00000422156,ENST00000422156.7,CCDS53808
ENSG00000255150,ENSG00000255150.2,ENST00000527879,ENST00000527879.2,CCDS53822
ENSG00000134897,ENSG00000134897.14,ENST00000448849,ENST00000448849.3,CCDS53879
ENSG00000105926,ENSG00000105926.16,ENST00000222644,ENST00000222644.10,CCDS5388
ENSG00000105926,ENSG00000105926.16,ENST00000396475,ENST00000396475.6,CCDS5388
ENSG00000139908,ENSG00000139908.15,ENST00000339917,ENST00000339917.10,CCDS53890
ENSG00000168803,ENSG00000168803.16,ENST00000428046,ENST00000428046.7,CCDS53936
ENSG00000168803,ENSG00000168803.16,ENST00000422466,ENST00000422466.6,CCDS53936
ENSG00000074803,ENSG00000074803.20,ENST00000647232,ENST00000647232.1,CCDS53940
ENSG00000074803,ENSG00000074803.20,ENST00000396577,ENST00000396577.7,CCDS53940
ENSG00000140488,ENSG00000140488.16,ENST00000543764,ENST00000543764.6,CCDS53955
ENSG00000140488,ENSG00000140488.16,ENST00000567083,ENST00000567083.2,CCDS53956
ENSG00000169609,ENSG00000169609.14,ENST00000451195,ENST00000451195.7,CCDS53969
ENSG00000172824,ENSG00000172824.16,ENST00000535696,ENST00000535696.1,CCDS54025
ENSG00000105996,ENSG00000105996.7,ENST00000222718,ENST00000222718.7,CCDS5403
ENSG00000108423,ENSG00000108423.15,ENST00000539018,ENST00000539018.5,CCDS54151
ENSG00000108423,ENSG00000108423.15,ENST00000376094,ENST00000376094.8,CCDS54152
ENSG00000108423,ENSG00000108423.15,ENST00000613721,ENST00000613721.4,CCDS54152
ENSG00000108423,ENSG00000108423.15,ENST00000340993,ENST00000340993.10,CCDS54153
ENSG00000108423,ENSG00000108423.15,ENST00000394239,ENST00000394239.7,CCDS54154
ENSG00000141380,ENSG00000141380.14,ENST00000269137,ENST00000269137.11,CCDS54183
ENSG00000011600,ENSG00000011600.12,ENST00000544690,ENST00000544690.6,CCDS54255
ENSG00000167554,ENSG00000167554.15,ENST00000601151,ENST00000601151.5,CCDS54309
ENSG00000167554,ENSG00000167554.15,ENST00000613461,ENST00000613461.3,CCDS54309
ENSG00000188785,ENSG00000188785.12,ENST00000336128,ENST00000336128.12,CCDS54324
ENSG00000115109,ENSG00000115109.14,ENST00000443902,ENST00000443902.6,CCDS54393
ENSG00000115474,ENSG00000115474.7,ENST00000409779,ENST00000409779.1,CCDS54437
ENSG00000159082,ENSG00000159082.18,ENST00000630077,ENST00000630077.3,CCDS54484
ENSG00000183773,ENSG00000183773.16,ENST00000405089,ENST00000405089.5,CCDS54503
ENSG00000100298,ENSG00000100298.16,ENST00000613996,ENST00000613996.1,CCDS54532
ENSG00000100298,ENSG00000100298.16,ENST00000421988,ENST00000421988.6,CCDS54532
ENSG00000144642,ENSG00000144642.22,ENST00000456853,ENST00000456853.1,CCDS54557
ENSG00000170248,ENSG00000170248.15,ENST00000457054,ENST00000457054.6,CCDS54561
ENSG00000185008,ENSG00000185008.17,ENST00000487694,ENST00000487694.7,CCDS54609
ENSG00000065883,ENSG00000065883.16,ENST00000181839,ENST00000181839.10,CCDS5461
ENSG00000065883,ENSG00000065883.16,ENST00000340829,ENST00000340829.10,CCDS5462
ENSG00000163754,ENSG00000163754.18,ENST00000296048,ENST00000296048.10,CCDS54654
ENSG00000152601,ENSG00000152601.18,ENST00000485910,ENST00000485910.5,CCDS54656
ENSG00000174953,ENSG00000174953.14,ENST00000329463,ENST00000329463.9,CCDS54657
ENSG00000085274,ENSG00000085274.16,ENST00000544106,ENST00000544106.5,CCDS54671
ENSG00000138796,ENSG00000138796.18,ENST00000603302,ENST00000603302.5,CCDS54790
ENSG00000123473,ENSG00000123473.17,ENST00000360380,ENST00000360380.7,CCDS548
ENSG00000164116,ENSG00000164116.17,ENST00000511507,ENST00000511507.5,CCDS54812
ENSG00000129116,ENSG00000129116.19,ENST00000505667,ENST00000505667.6,CCDS54818
ENSG00000214944,ENSG00000214944.10,ENST00000426542,ENST00000426542.6,CCDS54870
ENSG00000214944,ENSG00000214944.10,ENST00000513042,ENST00000513042.7,CCDS54870
ENSG00000164403,ENSG00000164403.15,ENST00000378679,ENST00000378679.8,CCDS54902
ENSG00000164403,ENSG00000164403.15,ENST00000617339,ENST00000617339.4,CCDS54902
ENSG00000145850,ENSG00000145850.9,ENST00000407087,ENST00000407087.4,CCDS54943
ENSG00000164463,ENSG00000164463.12,ENST00000522692,ENST00000522692.5,CCDS54948
ENSG00000164463,ENSG00000164463.12,ENST00000520420,ENST00000520420.5,CCDS54948
ENSG00000166278,ENSG00000166278.15,ENST00000442278,ENST00000442278.6,CCDS54991
ENSG00000135316,ENSG00000135316.19,ENST00000676637,ENST00000676637.1,CCDS55041
ENSG00000135316,ENSG00000135316.19,ENST00000678528,ENST00000678528.1,CCDS55041
ENSG00000135316,ENSG00000135316.19,ENST00000355238,ENST00000355238.11,CCDS55041
ENSG00000135316,ENSG00000135316.19,ENST00000444272,ENST00000444272.2,CCDS55041
ENSG00000271793,ENSG00000271793.2,ENST00000682083,ENST00000682083.1,CCDS55041
ENSG00000271793,ENSG00000271793.2,ENST00000684220,ENST00000684220.1,CCDS55041
ENSG00000271793,ENSG00000271793.2,ENST00000683364,ENST00000683364.1,CCDS55041
ENSG00000111860,ENSG00000111860.14,ENST00000368488,ENST00000368488.9,CCDS55052
ENSG00000093144,ENSG00000093144.19,ENST00000528402,ENST00000528402.5,CCDS55054
ENSG00000122643,ENSG00000122643.23,ENST00000409467,ENST00000409467.6,CCDS55101
ENSG00000214652,ENSG00000214652.6,ENST00000456806,ENST00000456806.3,CCDS55113
